Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age
Kia,Sportage,Petroleum,Benzine,0.0,Automatic,1450.0,Cairo,1.0
Hyundai,IX 35,Silver,Benzine,8.0,Automatic,710.0,Monufia,8.0
Hyundai,Accent HCI,Silver,Benzine,7.0,Automatic,560.0,Dokki,2.0
Fiat,Argenta,Gold,Benzine,0.0,Manual,40.0,Giza,39.0
Jac,S4,Black,Benzine,5.0,Automatic,520.0,6 October,2.0
Jeep,Grand Cherokee,White,Benzine,2.0,Automatic,750.0,Tagamo3 - New Cairo,4.0
Renault,Logan,Red,Benzine,2.0,Automatic,370.0,Shibin el Kom,2.0
Speranza,Envy,Red,Benzine,10.0,Manual,160.0,Ismailia,8.0
Daewoo,Nubira 1,White,Benzine,21.0,Automatic,140.0,Tagamo3 - New Cairo,26.0
Hyundai,Elantra MD,Bronze,Benzine,9.0,Automatic,550.0,El Haram,7.0
Chery,Arrizo 5,Gray,Benzine,8.0,Automatic,425.0,Heliopolis,2.0
Toyota,Prado,Black,Benzine,23.0,Automatic,1750.0,Maadi,9.0
Kia,Spectra,Black,Benzine,28.0,Manual,120.0,Sharqia,19.0
Chevrolet,N-Series,White,Natural Gas,0.0,Manual,255.0,Beni Suef,16.0
Hyundai,Elantra MD,Black,Benzine,12.0,Automatic,480.0,Nasr city,7.0
Volkswagen,Pointer,Blue,Benzine,5.0,Manual,65.0,Monufia,19.0
Toyota,Corolla,Silver,Benzine,8.0,Automatic,850.0,Mohandessin,2.0
Citroën,C5 Aircross,Black,Benzine,1.0,Automatic,1350.0,Tagamo3 - New Cairo,2.0
Lada,2107,White,Benzine,23.0,Manual,42.0,Warraq,14.0
Lada,2107,Red,Natural Gas,0.0,Manual,47.0,Damanhur,32.0
DFSK,Glory,Silver,Benzine,24.0,Manual,290.0,Badr City,4.0
Daewoo,Nubira 2,White,Benzine,10.0,Manual,90.0,Obour City,16.0
Chevrolet,Cruze,Silver,Benzine,18.0,Automatic,247.0,Faiyum,13.0
Hyundai,Verna,Mocha,Benzine,12.0,Automatic,210.0,El Haram,11.0
Chevrolet,Aveo,Light grey,Benzine,20.0,Automatic,250.0,Helwan,6.0
Chevrolet,Aveo,Dark red,Benzine,10.0,Automatic,310.0,Heliopolis,5.0
Volkswagen,Golf,White,Benzine,10.0,Automatic,750.0,Mohandessin,8.0
Chevrolet,Optra,Silver,Benzine,16.0,Manual,270.0,Sohag,13.0
Toyota,Corolla,White,Benzine,0.0,Automatic,55.0,Sharqia,39.0
Kia,Carens,Mocha,Benzine,14.0,Automatic,570.0,Nasr city,8.0
MG,ZS,Blue,Benzine,10.0,Automatic,602.0,6 October,2.0
Hyundai,Elantra MD,Red,Benzine,0.0,Automatic,370.0,Shibin El Qanater,11.0
Nissan,Qashqai,Silver,Benzine,5.0,Automatic,780.0,Maadi,5.0
Senova,X35,Red,Benzine,10.0,Automatic,450.0,Cairo,5.0
Fiat,Siena,Black,Benzine,0.0,Manual,97.0,Nasr city,22.0
Mitsubishi,Xpander,Dark red,Benzine,8.0,Automatic,700.0,Nasr city,4.0
Toyota,Corolla,Silver,Benzine,10.0,Automatic,700.0,Kerdasa,3.0
MG,5,Black,Benzine,6.0,Automatic,500.0,Cairo,2.0
Mitsubishi,Xpander,Black,Benzine,5.0,Automatic,725.0,Nasr city,4.0
MG,Rx5,White,Benzine,17.0,Automatic,600.0,Nasr city,4.0
Hyundai,Excel,Silver,Benzine,0.0,Manual,66.0,Cairo,29.0
Hyundai,Accent RB,Cyan,Benzine,3.0,Automatic,450.0,Nasr city,12.0
Fiat,132,Dark red,Benzine,0.0,Manual,30.0,El Salam City,46.0
Renault,Scala,Gold,Benzine,13.0,Automatic,280.0,Nasr city,12.0
Hyundai,Accent,Dark green,Benzine,24.0,Manual,70.0,Tagamo3 - New Cairo,24.0
Kia,Picanto,Mocha,Benzine,15.0,Automatic,425.0,Nasr city,6.0
Renault,Sandero Step Way,Dark blue,Benzine,5.0,Automatic,500.0,6 October,3.0
Chevrolet,Aveo,Light grey,Benzine,10.0,Automatic,245.0,Asyut,10.0
Chevrolet,Pickup,Blue,Benzine,0.0,Manual,85.0,El Haram,16.0
Kia,Rio,White,Benzine,20.0,Automatic,450.0,Cairo,10.0
BMW,523,Silver,Benzine,16.0,Automatic,900.0,6 October,11.0
Lada,Granta,Red,Benzine,8.0,Manual,240.0,Tagamo3 - New Cairo,4.0
Daewoo,Nubira 2,White,Benzine,20.0,Automatic,140.0,El Wadi El Gedid,22.0
Nissan,Sunny,Bronze,Benzine,9.0,Automatic,333.0,Giza,5.0
Jac,J5,White,Benzine,9.0,Manual,105.0,El Minya,8.0
Hyundai,Elantra AD,Beige,Benzine,16.0,Automatic,435.0,Helwan,4.0
Byd,F3,Dark blue,Benzine,8.0,Manual,249.0,El Haram,4.0
Lada,2107,Green,Benzine,0.0,Manual,50.0,Alexandria,15.0
Mercedes,C 180,Black,Benzine,4.0,Automatic,1630.0,Alexandria,2.0
Byd,F3,Gold,Benzine,6.0,Automatic,245.0,Cairo,6.0
Speranza,A113,Silver,Benzine,11.0,Manual,120.0,Shobra,12.0
Chevrolet,Pickup,White,Natural Gas,2.0,Manual,580.0,Asyut,1.0
Fiat,Punto,Silver,Benzine,2.0,Manual,90.0,Alexandria,20.0
Mitsubishi,Lancer Puma,Gray,Benzine,22.0,Manual,195.0,Giza,16.0
Nissan,Sunny,Black,Benzine,6.0,Automatic,350.0,6 October,3.0
Kia,Picanto,White,Benzine,2.0,Automatic,440.0,6 October,8.0
Daewoo,Matiz,Red,Benzine,19.0,Automatic,75.0,Cairo,23.0
Daewoo,Leganza,Gold,Benzine,18.0,Manual,115.0,Al Shorouk,24.0
Renault,Logan,Gray,Benzine,5.0,Automatic,350.0,Borg el arab,1.0
Jeep,Cherokee,Black,Benzine,9.0,Automatic,760.0,Monufia,10.0
Kia,Shuma,Black,Benzine,15.0,Automatic,135.0,Cairo,24.0
Toyota,Corolla,Black,Benzine,18.0,Manual,129.0,Cairo,24.0
Mercedes,GLA,Silver,Benzine,7.0,Automatic,1750.0,Nasr city,3.0
Mercedes,C 180,Black,Benzine,12.0,Automatic,1350.0,Maadi,8.0
Toyota,Belta,Brown,Benzine,1.0,Automatic,570.0,Tagamo3 - New Cairo,1.0
Fiat,Shahin,Red,Benzine,0.0,Manual,60.0,El Salam City,30.0
Nissan,Qashqai,Purple,Benzine,8.0,Automatic,800.0,Tagamo3 - New Cairo,4.0
Fiat,Shahin,Cyan,Benzine,0.0,Manual,58.0,Damanhur,30.0
Hyundai,Tucson,White,Benzine,9.0,Automatic,915.0,Helwan,6.0
Zotye,T600,White,Benzine,10.0,Automatic,500.0,Kerdasa,4.0
Daewoo,Nubira 1,White,Benzine,38.0,Manual,110.0,Beni Suef,26.0
Chery,Arrizo 5,Red,Benzine,14.0,Automatic,330.0,Qalyubia,3.0
Hyundai,Verna,White,Benzine,40.0,Manual,140.0,Cairo,12.0
Mazda,232,Silver,Benzine,10.0,Automatic,55.0,Al Shorouk,40.0
BMW,320,Silver,Benzine,23.0,Automatic,450.0,Ismailia,14.0
Mercedes,200,White,Benzine,0.0,Automatic,110.0,Qalyubia,40.0
Karry,Q22,White,Benzine,15.0,Manual,145.0,Mohandessin,5.0
Chevrolet,Aveo,Light grey,Benzine,3.0,Manual,350.0,Cairo,9.0
Nissan,Sunny,Black,Benzine,2.0,Automatic,475.0,6 October,1.0
Kia,Cerato,Eggplant,Benzine,18.0,Automatic,315.0,Monufia,13.0
Skoda,Octavia A4,Black,Benzine,13.0,Manual,235.0,Alexandria,16.0
Peugeot,504,Bronze,Benzine,20.0,Manual,48.0,Alexandria,45.0
Hyundai,Accent RB,Gold,Benzine,8.0,Manual,275.0,Alexandria,12.0
Nissan,Sunny,Bronze,Benzine,2.0,Automatic,445.0,Zagazig,1.0
Volvo,240,Red,Benzine,27.0,Manual,65.0,Sadat City,47.0
MG,5,Black,Benzine,6.0,Automatic,550.0,Nasr city,1.0
Opel,Insignia,Dark blue,Benzine,15.0,Automatic,790.0,Sheikh Zayed City,5.0
Nissan,Sunny,Gold,Benzine,5.0,Automatic,375.0,Tagamo3 - New Cairo,5.0
Brilliance,Galena,Black,Benzine,20.0,Automatic,180.0,Al Shorouk,16.0
Chevrolet,Optra,Black,Benzine,31.0,Manual,170.0,Qena,16.0
Hyundai,Accent RB,Silver,Benzine,19.0,Automatic,275.0,Alexandria,11.0
Mitsubishi,Lancer EX Shark,Bronze,Benzine,18.0,Automatic,350.0,Beni Suef,12.0
Opel,Corsa,Silver,Benzine,18.0,Manual,135.0,Qalyubia,16.0
Mitsubishi,Lancer Puma,Champagne,Benzine,27.0,Automatic,260.0,Alexandria,15.0
Fiat,Shahin,White,Benzine,0.0,Manual,48.0,Helwan,24.0
Volkswagen,Golf 6,White,Benzine,20.0,Automatic,480.0,Cairo,13.0
Jeep,Cherokee,Dark red,Benzine,33.0,Automatic,170.0,Mohandessin,30.0
Hyundai,Ioniq,Silver,Electric,0.0,Automatic,1700.0,Alexandria,0.0
Hyundai,Verna,Silver,Benzine,25.0,Manual,160.0,Asyut,15.0
Toyota,Corolla,Gold,Benzine,7.0,Automatic,790.0,Heliopolis,3.0
Renault,Logan,Silver,Benzine,8.0,Automatic,315.0,El Haram,6.0
Changan,Alsvin,Blue,Benzine,2.0,Manual,280.0,Cairo,1.0
Nissan,Sunny,Black,Benzine,9.0,Automatic,340.0,El Haram,3.0
Daewoo,Nubira 2,Silver,Benzine,14.0,Manual,160.0,Obour City,20.0
Peugeot,3008,Black,Benzine,11.0,Automatic,520.0,Cairo,8.0
MG,6,Light grey,Benzine,8.0,Automatic,650.0,Helwan,2.0
Renault,Megane,Gray,Benzine,4.0,Automatic,630.0,Heliopolis,2.0
Kia,Picanto,Black,Benzine,13.0,Automatic,220.0,Cairo,15.0
Geely,Emgrand 7,Gray,Benzine,33.0,Manual,140.0,Giza,8.0
Kia,Carens,Beige,Benzine,12.0,Automatic,450.0,Mansoura,10.0
Fiat,127,Dark blue,Benzine,9.0,Manual,32.0,Kafr El Zayat,39.0
Daewoo,Nubira 2,Red,Benzine,23.0,Manual,165.0,Mansoura,18.0
Chevrolet,N300,Silver,Benzine,21.0,Manual,185.0,Giza,8.0
Ford,Kuga,Silver,Benzine,22.0,Automatic,600.0,Ain Shams,8.0
Haval,H6,Silver,Benzine,0.0,Automatic,900.0,Tagamo3 - New Cairo,1.0
Opel,Insignia,Black,Benzine,12.0,Automatic,870.0,Cairo,6.0
Geely,Emgrand 7,Black,Benzine,33.0,Manual,160.0,Heliopolis,7.0
Lada,1500,Silver,Benzine,6.0,Manual,60.0,El Marg,17.0
Hyundai,Verna,White,Benzine,7.0,Manual,95.0,Giza,16.0
Daihatsu,Charade,Black,Benzine,10.0,Automatic,55.0,Cairo,33.0
Hyundai,Elantra,Petroleum,Benzine,25.0,Automatic,180.0,Dikirnis,16.0
Peugeot,405,White,Benzine,20.0,Manual,100.0,Zagazig,42.0
Mercedes,C 180,Light grey,Benzine,2.0,Automatic,2390.0,Cairo,1.0
Toyota,Belta,Gray,Benzine,0.0,Automatic,685.0,El Marg,1.0
Kia,Rio,Gray,Benzine,11.0,Manual,190.0,Minya Al Qamh,17.0
Toyota,Corolla,White,Benzine,5.0,Automatic,1100.0,Obour City,2.0
Seat,Toledo,Silver,Benzine,17.0,Automatic,390.0,Cairo,7.0
MG,360 || MG 360,Black,Benzine,12.0,Automatic,345.0,Alexandria,4.0
Opel,Insignia,Black,Benzine,8.0,Automatic,630.0,Maadi,8.0
Mercedes,C 180,Silver,Benzine,8.0,Automatic,600.0,Heliopolis,14.0
Suzuki,Swift Dzire || Dzire,Dark blue,Benzine,0.0,Automatic,425.0,Damietta,1.0
Toyota,Yaris,Red,Benzine,20.0,Automatic,480.0,Monufia,7.0
Jetour,X70 Plus,Red,Benzine,0.0,Automatic,40.0,Nasr city,36.0
Chevrolet,Malibu,Gray,Benzine,3.0,Automatic,1050.0,Giza,2.0
Kia,Forte,White,Benzine,16.0,Automatic,350.0,Alexandria,12.0
Hyundai,Elantra CN7,Silver,Benzine,8.0,Automatic,650.0,Tanta,2.0
Suzuki,Van,White,Benzine,5.0,Manual,140.0,El Marg,9.0
Chevrolet,Aveo,Cyan,Benzine,15.0,Manual,160.0,Aswan,15.0
Nissan,Sunny,Silver,Benzine,30.0,Automatic,260.0,Cairo,10.0
Opel,Grandland,White,Benzine,0.0,Automatic,1100.0,Helwan,2.0
Mercedes,C 200,Black,Benzine,13.0,Automatic,700.0,Sheikh Zayed City,15.0
Fiat,Shahin,Silver,Benzine,7.0,Manual,72.0,Cairo,15.0
Speranza,A516,Silver,Benzine,13.0,Automatic,150.0,Banha,15.0
Seat,Arona,Silver,Benzine,0.0,Automatic,830.0,Tagamo3 - New Cairo,2.0
Mitsubishi,Eclipse Cross,Silver,Benzine,5.0,Automatic,925.0,Suez,2.0
MG,ZS,Black,Benzine,0.0,Automatic,790.0,Helwan,1.0
Nissan,Sunny,Dark blue,Benzine,30.0,Automatic,190.0,Dyarb Negm,19.0
Daewoo,Lanos 2,Silver,Benzine,10.0,Manual,120.0,Zagazig,22.0
Fiat,Shahin,Red,Benzine,0.0,Manual,65.0,El Haram,26.0
Suzuki,Swift Dzire || Dzire,Black,Benzine,2.0,Manual,375.0,6 October,1.0
Chery,Tiggo 4,Blue,Benzine,6.0,Automatic,400.0,Cairo,4.0
Kia,Cerato,Light grey,Benzine,10.0,Automatic,650.0,6 October,7.0
Kia,Pride,Dark green,Benzine,0.0,Manual,75.0,10th of Ramadan,24.0
Hyundai,Accent RB,Black,Benzine,8.0,Automatic,510.0,Shibin el Kom,4.0
Volkswagen,Golf 2,Black,Benzine,24.0,Manual,88.0,6 October,38.0
Chevrolet,Lanos,Light grey,Benzine,18.0,Manual,225.0,Alexandria,7.0
Daewoo,Nubira 2,Olive,Benzine,20.0,Manual,130.0,Mansoura,20.0
Opel,Corsa,Dark red,Benzine,18.0,Manual,110.0,El Mahalla,25.0
Mitsubishi,Lancer EX Shark,White,Benzine,18.0,Automatic,430.0,Obour City,7.0
Chery,Arrizo 5,White,Benzine,19.0,Manual,300.0,Suez,3.0
Chevrolet,Lanos,Silver,Benzine,11.0,Manual,235.0,Maadi,6.0
Renault,Sandero,Light grey,Benzine,8.0,Automatic,375.0,Sohag,4.0
Fiat,Petra,Silver,Benzine,0.0,Manual,96.0,Obour City,19.0
Land Rover,Range Rover Sport || Sport,Black,Benzine,12.0,Automatic,1500.0,Zamalek,13.0
Speranza,Chery QQ || Chery qq,Red,Benzine,11.0,Manual,65.0,Heliopolis,15.0
Mazda,3 || Mazda 3,Light grey,Benzine,22.0,Automatic,270.0,Abu Kabir,15.0
Hyundai,Atos,Green,Benzine,17.0,Manual,75.0,Mokattam,25.0
Suzuki,Ciaz,Black,Benzine,21.0,Automatic,310.0,Obour City,8.0
Hyundai,Elantra HD,Light grey,Benzine,13.0,Automatic,550.0,Alexandria,2.0
Lada,2105,White,Benzine,10.0,Manual,40.0,Ismailia,34.0
Renault,Duster,Blue,Benzine,12.0,Automatic,525.0,Obour City,5.0
Renault,Megane,Blue,Benzine,0.0,Manual,80.0,10th of Ramadan,24.0
Nissan,Sunny,Purple,Benzine,15.0,Automatic,315.0,Alexandria,9.0
Hyundai,Verna,Black,Benzine,15.0,Manual,200.0,Mokattam,11.0
Chevrolet,Optra,Black,Natural Gas,26.0,Manual,180.0,Alexandria,17.0
Chevrolet,Optra,Cyan,Benzine,18.0,Automatic,260.0,Cairo,12.0
MG,6,White,Benzine,4.0,Automatic,800.0,Cairo,1.0
BMW,118,Black,Benzine,16.0,Automatic,480.0,Kerdasa,13.0
Chery,Arrizo 5,Light grey,Benzine,13.0,Manual,240.0,Cairo,3.0
Kia,Rio,Green,Benzine,8.0,Automatic,380.0,Nasr city,9.0
Peugeot,405,Black,Benzine,17.0,Manual,80.0,Qena,24.0
Chevrolet,Captiva,Red,Benzine,8.0,Automatic,715.0,6 October,2.0
Fiat,Shahin,White,Benzine,15.0,Manual,65.0,El Salam City,14.0
Volkswagen,Parati,Silver,Benzine,27.0,Manual,85.0,Cairo,19.0
Fiat,Siena,Silver,Benzine,20.0,Manual,70.0,Cairo,21.0
Skoda,Fantasia,Black,Benzine,14.0,Automatic,410.0,6 October,13.0
Chevrolet,Optra,Silver,Benzine,9.0,Automatic,400.0,Cairo,2.0
Skoda,Octavia A5,Black,Benzine,13.0,Manual,235.0,Alexandria,16.0
DFSK,330S,Silver,Benzine,2.0,Manual,375.0,Alexandria,1.0
Opel,Corsa,White,Benzine,7.0,Automatic,550.0,Nasr city,5.0
Canghe || Changhe,M50 || M 50,Mocha,Benzine,18.0,Manual,280.0,El Minya,4.0
Kia,Sportage,Mocha,Benzine,13.0,Automatic,600.0,El Mahalla,11.0
Toyota,C-HR,Red,Benzine,4.0,Automatic,980.0,Cairo,2.0
MG,6,Red,Benzine,1.0,Automatic,870.0,Tagamo3 - New Cairo,1.0
Mitsubishi,Lancer EX Shark,White,Benzine,40.0,Automatic,380.0,Obour City,9.0
Speranza,Tiggo,Gray,Benzine,11.0,Manual,220.0,Obour City,13.0
Fiat,128,White,Benzine,0.0,Manual,23.0,6 October,44.0
Fiat,131,Green,Benzine,0.0,Manual,30.0,Dakahlia,42.0
Fiat,Tempra,Cyan,Benzine,21.0,Manual,65.0,Cairo,26.0
MG,5,Gray,Benzine,7.0,Automatic,500.0,Sheikh Zayed City,3.0
Citroën,C4 Picasso,Black,Benzine,14.0,Automatic,585.0,Maadi,7.0
Nissan,Sunny,Black,Benzine,9.0,Automatic,320.0,Giza,4.0
Nissan,Sunny,Black,Benzine,9.0,Automatic,310.0,El Haram,4.0
BMW,420,Blue,Benzine,0.0,Automatic,3200.0,Sheraton,0.0
Chevrolet,Optra,Gold,Benzine,17.0,Manual,210.0,Cairo,15.0
Suzuki,Van,White,Benzine,27.0,Manual,45.0,Monufia,29.0
Byd,F3,Black,Benzine,3.0,Manual,210.0,Giza,2.0
Mitsubishi,Lancer Crystala,Blue,Benzine,29.0,Manual,137.0,Mansoura,25.0
Mitsubishi,Lancer EX Shark,Light grey,Benzine,10.0,Automatic,475.0,Cairo,5.0
Jac,B15,Black,Benzine,14.0,Manual,165.0,Shobra,12.0
Chery,Tiggo 3,Dark red,Benzine,18.0,Automatic,320.0,Marsa Matrouh,5.0
Gmc,K5,White,Natural Gas,7.0,Manual,220.0,Port Said,3.0
Renault,Megane,White,Benzine,20.0,Automatic,400.0,Cairo,8.0
Chevrolet,Optra,Black,Benzine,13.0,Automatic,300.0,Sohag,4.0
Volkswagen,Polo,Silver,Benzine,10.0,Manual,175.0,Cairo,18.0
Fiat,Florida,White,Benzine,0.0,Manual,60.0,Alexandria,18.0
Fiat,Shahin,Dark red,Benzine,0.0,Manual,50.0,Asyut,27.0
Hyundai,Excel,Black,Benzine,15.0,Manual,60.0,Qalyub,26.0
BMW,523,Dark blue,Benzine,21.0,Automatic,590.0,Mohandessin,15.0
Renault,Megane,Black,Benzine,17.0,Automatic,178.0,Tagamo3 - New Cairo,16.0
Mitsubishi,Lancer EX Shark,Gray,Benzine,5.0,Automatic,510.0,Tagamo3 - New Cairo,6.0
Jetour,X70S,White,Benzine,2.0,Automatic,900.0,6 October,1.0
Chevrolet,Cruze,Black,Benzine,12.0,Automatic,260.0,Nasr city,13.0
Geely,Emgrand 7,Black,Benzine,11.0,Manual,128.0,Faiyum,9.0
Mercedes,C Class || C Class,White,Benzine,2.0,Automatic,2350.0,Obour City,3.0
Daewoo,Nubira 2,Black,Benzine,20.0,Manual,128.0,Shobra,24.0
Nissan,Sunny,Red,Benzine,2.0,Manual,375.0,Cairo,0.0
BMW,530,Black,Benzine,0.0,Automatic,3750.0,Alexandria,1.0
Hyundai,Accent,Silver,Benzine,17.0,Manual,90.0,Shobra,17.0
Kia,Xceed,Silver,Benzine,0.0,Automatic,1100.0,Hurghada,1.0
Chevrolet,T-Series,Red,Natural Gas,3.0,Manual,580.0,El Bagour,1.0
Subaru,Impreza,Silver,Benzine,20.0,Automatic,300.0,10th of Ramadan,16.0
Chery,Arrizo 5,Light grey,Benzine,1.0,Automatic,380.0,Madinaty,1.0
Renault,Sandero Step Way,Light grey,Benzine,7.0,Automatic,415.0,Sharm el-Sheikh,6.0
Fiat,Shahin,White,Benzine,0.0,Manual,22.0,Ain Shams,28.0
Speranza,A113,Black,Benzine,13.0,Manual,118.0,6 October,12.0
Peugeot,406,Silver,Benzine,23.0,Automatic,200.0,Obour City,20.0
Suzuki,Maruti,Silver,Benzine,8.0,Manual,140.0,Dakahlia,9.0
Kia,K3,White,Benzine,6.0,Automatic,307.0,Banha,10.0
Skoda,Octavia A4,Silver,Benzine,5.0,Automatic,180.0,Alexandria,25.0
Suzuki,Van,Light grey,Benzine,8.0,Manual,125.0,El Salam City,9.0
Peugeot,3008,Black,Benzine,13.0,Automatic,970.0,El Haram,4.0
Renault,Clio,Silver,Benzine,12.0,Manual,120.0,Sharqia,22.0
MG,ZS,White,Benzine,8.0,Automatic,560.0,Mokattam,3.0
Fiat,Regata,Gold,Benzine,0.0,Manual,45.0,El Marg,38.0
MG,6,Black,Benzine,1.0,Automatic,790.0,El Haram,1.0
Hyundai,Getz,Silver,Benzine,11.0,Automatic,280.0,Tagamo3 - New Cairo,14.0
Kia,Carens,Petroleum,Benzine,20.0,Automatic,540.0,Beni Suef,9.0
Opel,Crossland,Mocha,Benzine,34.0,Automatic,760.0,Cairo,2.0
Peugeot,508,Dark blue,Benzine,14.0,Automatic,400.0,Sharm el-Sheikh,11.0
MG,Rx5,White,Benzine,4.0,Automatic,750.0,Obour City,2.0
Jeep,Cherokee,Silver,Benzine,36.0,Automatic,275.0,Cairo,21.0
Byd,F3,Dark red,Natural Gas,14.0,Manual,235.0,Tagamo3 - New Cairo,3.0
Fiat,128,Red,Benzine,0.0,Manual,30.0,6 October,46.0
Peugeot,3008,Silver,Benzine,13.0,Automatic,550.0,Obour City,8.0
Fiat,131,Silver,Benzine,0.0,Manual,48.0,Ain Shams,39.0
Mitsubishi,Lancer EX Shark,Red,Benzine,14.0,Automatic,450.0,Al Shorouk,5.0
Chevrolet,Optra,Light grey,Benzine,13.0,Automatic,270.0,Sadat City,12.0
Kia,Cerato Koup,Black,Benzine,17.0,Automatic,295.0,Dokki,12.0
Nissan,Sentra,Silver,Benzine,7.0,Automatic,555.0,Cairo,2.0
Geely,Emgrand 7,Silver,Natural Gas,10.0,Manual,175.0,Alexandria,8.0
Volkswagen,Polo,Dark blue,Benzine,22.0,Manual,135.0,El-Arish,22.0
Opel,Vectra,Petroleum,Benzine,20.0,Automatic,250.0,10th of Ramadan,15.0
Peugeot,405,Dark green,Benzine,32.0,Manual,70.0,El Haram,21.0
Gmc,Yukon,Black,Benzine,5.0,Automatic,400.0,Tagamo3 - New Cairo,21.0
Opel,Crossland,Red,Benzine,3.0,Automatic,860.0,Alexandria,1.0
Skoda,Octavia A4,Black,Benzine,23.0,Manual,180.0,Kafr El Zayat,23.0
Toyota,Corolla,Black,Benzine,4.0,Automatic,720.0,El Haram,3.0
Lada,Granta,Silver,Benzine,2.0,Manual,255.0,Tagamo3 - New Cairo,2.0
Haval,Jolion,White,Benzine,4.0,Automatic,680.0,Shobra,1.0
Daewoo,Nubira 2,Dark blue,Benzine,12.0,Manual,175.0,Cairo,16.0
Kia,Cerato,Silver,Natural Gas,0.0,Automatic,285.0,Warraq,11.0
Mercedes,E 240,White,Benzine,30.0,Automatic,650.0,Mokattam,19.0
Hyundai,Verna,White,Benzine,9.0,Manual,165.0,Cairo,10.0
Kia,Carens,Black,Benzine,12.0,Automatic,415.0,Cairo,12.0
Kia,Sportage,Black,Benzine,3.0,Automatic,1320.0,Tanta,1.0
Fiat,128,White,Benzine,20.0,Manual,45.0,Touhk,24.0
Fiat,131,Cyan,Benzine,30.0,Manual,45.0,6 October,45.0
Hyundai,Accent HCI,Silver,Benzine,8.0,Automatic,485.0,Alexandria,3.0
Mitsubishi,Lancer Crystala,Dark blue,Benzine,24.0,Automatic,155.0,Alexandria,25.0
Jac,JS4,Black,Benzine,0.0,Automatic,679.0,Giza,1.0
Jac,Eagle,Black,Benzine,20.0,Automatic,180.0,El Haram,12.0
Kia,Sportage,White,Benzine,3.0,Automatic,1050.0,Mohandessin,2.0
Hyundai,Accent HCI,Red,Benzine,10.0,Automatic,400.0,Mohandessin,3.0
Toyota,Hilux,White,Natural Gas,23.0,Manual,310.0,El Minya,24.0
Saipa,Pride,Black,Benzine,13.0,Manual,100.0,El Haram,14.0
BMW,520,Gray,Benzine,4.0,Automatic,2600.0,Cairo,4.0
Hyundai,Matrix,Cyan,Benzine,7.0,Automatic,327.0,Alexandria,13.0
Chevrolet,Captiva,Brown,Benzine,3.0,Automatic,785.0,Alexandria,2.0
Kia,Sportage,Dark blue,Benzine,5.0,Automatic,1150.0,Zagazig,2.0
Kia,Pride,Dark green,Benzine,7.0,Automatic,65.0,Giza,24.0
Peugeot,307,White,Benzine,17.0,Manual,245.0,Cairo,17.0
Hyundai,Elantra MD,Red,Benzine,19.0,Automatic,450.0,Quesna,8.0
Fiat,Siena,Red,Benzine,0.0,Manual,90.0,Obour City,22.0
Faw,B30,White,Benzine,15.0,Automatic,350.0,Borg el arab,12.0
Baic,X3,White,Benzine,10.0,Automatic,550.0,Dakahlia,1.0
Kia,Soul,Black,Benzine,17.0,Automatic,385.0,Faiyum,12.0
Suzuki,Van,Red,Benzine,9.0,Manual,135.0,Shobra,7.0
Kia,Sportage,Red,Benzine,11.0,Automatic,900.0,Al Shorouk,6.0
Suzuki,Van,White,Benzine,7.0,Automatic,162.0,Alexandria,8.0
Chevrolet,Lanos,Blue,Benzine,8.0,Automatic,220.0,Nasr city,6.0
Seat,Ibiza,Purple,Benzine,35.0,Manual,49.0,Cairo,33.0
Nissan,Sunny,Gold,Benzine,27.0,Manual,320.0,Cairo,12.0
Mercedes,C 180,Silver,Benzine,15.0,Automatic,730.0,Tagamo3 - New Cairo,13.0
Mercedes,C 200,Black,Benzine,14.0,Automatic,775.0,Hurghada,15.0
Kia,Grand Cerato,Black,Benzine,2.0,Automatic,800.0,Beni Suef,1.0
Daewoo,Lanos 2,Silver,Benzine,9.0,Manual,150.0,Cairo,30.0
Hyundai,Accent,Green,Benzine,20.0,Manual,110.0,Cairo,24.0
Chevrolet,Optra,Gold,Benzine,2.0,Automatic,440.0,Ismailia,1.0
Skoda,Kodiaq,White,Benzine,15.0,Automatic,1050.0,Cairo,3.0
Peugeot,505,White,Benzine,25.0,Manual,45.0,Zagazig,42.0
Chery,A11,Silver,Benzine,19.0,Manual,75.0,Zagazig,16.0
Baic,A1,Red,Benzine,19.0,Manual,150.0,Helwan,7.0
Chevrolet,Aveo,Black,Benzine,19.0,Automatic,170.0,Giza,10.0
Byd,L3,Blue,Benzine,4.0,Automatic,430.0,Helwan,1.0
Ford,Focus,Black,Benzine,16.0,Manual,500.0,Alexandria,6.0
Suzuki,Maruti,Blue,Benzine,13.0,Manual,45.0,Giza,25.0
Renault,Logan,Brown,Benzine,15.0,Manual,250.0,El Marg,6.0
Mitsubishi,Lancer EX Shark,Red,Benzine,6.0,Automatic,575.0,Tagamo3 - New Cairo,5.0
Infiniti,QX60,Black,Benzine,8.0,Automatic,2300.0,Sheikh Zayed City,9.0
Volkswagen,Golf 5,Gray,Benzine,20.0,Manual,225.0,El Salam City,17.0
MG,5,Gold,Benzine,7.0,Automatic,585.0,Cairo,1.0
Chevrolet,Optra,Blue,Natural Gas,2.0,Automatic,500.0,Obour City,0.0
Renault,Captur,Gray,Benzine,12.0,Automatic,435.0,Heliopolis,7.0
Chevrolet,N300,Red,Benzine,7.0,Manual,290.0,Quesna,2.0
